date,rest_calorie,active_calorie,total_calories_burned
2024-05-29,2004.7147,407.5558,2412.2705
2024-05-30,2027.7562,336.98953,2364.74573
2024-05-31,2043.5625,292.7809,2336.3433999999997
2024-06-01,2034.0604,316.6669,2350.7273
2024-06-02,2051.4004,264.8282,2316.2286
2024-06-03,2080.2305,162.40454,2242.63504
2024-06-04,2124.4907,17.56896,2142.05966
2024-06-05,2085.036,147.79543,2232.83143
2024-06-06,2051.902,257.00235,2308.90435
2024-06-07,1959.7795,540.3871,2500.1666
2024-06-08,1860.4575,923.1521,2783.6096
2024-06-09,2049.9207,262.39908,2312.3197800000003
2024-06-10,2053.0405,254.89694,2307.93744
2024-06-11,2039.8044,297.4817,2337.2861
2024-06-12,2084.1157,149.28497,2233.40067
2024-06-13,2041.7539,290.69623,2332.45013
2024-06-14,2025.8928,349.21448,2375.10728
2024-06-15,1649.0127,1626.0583,3275.071
2024-06-16,2074.3704,179.7522,2254.1225999999997
2024-06-17,2073.8647,185.29114,2259.15584
2024-06-18,2091.0908,130.95435,2222.04515
2024-06-19,2091.4604,125.90552,2217.3659199999997
2024-06-20,2001.6709,456.66275,2458.33365
2024-06-21,2087.2332,139.49023,2226.72343
2024-06-22,2069.6155,198.54517,2268.1606699999998
2024-06-23,2096.1897,110.85742,2207.0471199999997
2024-06-24,2081.9539,158.0166,2239.9705
2024-06-25,2073.5955,188.22583,2261.8213299999998
2024-06-26,2098.771,102.444695,2201.2156950000003
2024-06-27,2108.078,71.4645,2179.5425
2024-06-28,1987.2877,486.91696,2474.2046600000003
2024-06-29,2005.9321,423.6711,2429.6032
2024-06-30,2114.6746,49.65052,2164.32512
2024-07-01,1992.3378,467.39203,2459.72983
2024-07-02,2076.227,181.40048,2257.6274799999997
2024-07-03,1988.1577,485.26038,2473.41808
2024-07-04,2107.2925,73.852936,2181.145436
2024-07-05,2005.3724,426.96344,2432.3358399999997
2024-07-06,2006.9689,422.39325,2429.36215
2024-07-07,2052.7415,253.01411,2305.75561
2024-07-08,2109.972,64.76551,2174.7375100000004
2024-07-09,2060.5366,235.36636,2295.90296
2024-07-10,2113.0828,55.29774,2168.38054
2024-07-11,1965.3622,584.9605,2550.3227
2024-07-12,1988.2988,494.54242,2482.8412200000002
2024-07-13,2002.0525,444.47955,2446.53205
2024-07-14,2104.004,84.72293,2188.72693
2024-07-15,2031.3751,347.28107,2378.65617
2024-07-16,1997.5159,466.37976,2463.89566
2024-07-17,1993.0662,458.36356,2451.42976
2024-07-18,2083.427,151.71545,2235.1424500000003
2024-07-19,1984.6432,502.00574,2486.64894
2024-07-20,1976.227,534.5303,2510.7573
2024-07-21,2103.5312,87.28799,2190.8191899999997
2024-07-22,2109.495,66.66204,2176.15704
2024-07-23,2018.3922,406.796,2425.1882
2024-07-24,2118.9268,36.863796,2155.7905960000003
2024-07-25,2082.387,159.14908,2241.5360800000003
2024-07-26,2117.848,39.38378,2157.23178
2024-07-27,2088.926,140.39235,2229.31835
2024-07-28,2095.142,115.321915,2210.463915
2024-07-29,2118.3906,37.45015,2155.8407500000003
2024-07-30,2057.919,236.43527,2294.35427
2024-07-31,2061.7424,225.94678,2287.6891800000003
2024-08-01,2103.0608,90.80353,2193.8643300000003
2024-08-02,2110.6724,63.505737,2174.178137
2024-08-03,2065.1194,214.29102,2279.41042
2024-08-04,2113.6394,53.216385,2166.855785
2024-08-05,2104.415,83.2247,2187.6397
2024-08-06,2111.442,60.681107,2172.123107
2024-08-07,2112.093,57.90825,2170.00125
2024-08-08,2110.7612,62.22366,2172.98486
2024-08-09,1930.71,679.8381,2610.5481
2024-08-10,2108.1477,70.83313,2178.98083
2024-08-11,2095.128,115.08368,2210.2116800000003
2024-08-12,2058.51,244.54597,2303.0559700000003
2024-08-13,2111.4353,60.061035,2171.4963350000003
2024-08-14,2104.3125,84.65759,2188.97009
2024-08-15,2089.538,135.52515,2225.06315
2024-08-16,2061.6528,224.08846,2285.74126
2024-08-17,2105.7334,82.05256,2187.78596
2024-08-18,2113.5432,53.917946,2167.461146
2024-08-19,1966.5901,555.01227,2521.6023699999996
2024-08-20,1965.8484,565.2033,2531.0517
2024-08-21,2061.2993,229.12717,2290.4264700000003
2024-08-22,2022.0288,364.11758,2386.14638
2024-08-23,1912.0508,755.9172,2667.968
2024-08-24,2069.9878,201.9126,2271.9004
2024-08-25,2129.9004,0.0,2129.9004
2024-08-26,2024.092,383.58914,2407.68114
2024-08-27,1873.6954,886.532,2760.2274
2024-08-28,1992.3252,462.57178,2454.89698
2024-08-29,1998.2489,438.47562,2436.72452
2024-08-30,1916.3889,741.9624,2658.3513
2024-08-31,1968.1711,540.452,2508.6231
2024-09-01,2041.3622,295.16034,2336.52254
2024-09-02,2011.353,405.5512,2416.9042
2024-09-03,1948.313,651.35,2599.663
2024-09-04,1949.4083,666.9226,2616.3309
2024-09-05,1976.9348,549.5199,2526.4547000000002
2024-09-06,1999.7223,442.90448,2442.62678
2024-09-07,1977.117,534.4007,2511.5177
2024-09-08,2003.8805,421.0641,2424.9446
2024-09-09,2039.5896,309.0735,2348.6631
2024-09-10,1979.7266,523.1201,2502.8467
2024-09-11,2025.5719,421.25952,2446.83142
2024-09-12,1942.5403,656.7257,2599.2659999999996
2024-09-13,2024.0469,379.21054,2403.25744
2024-09-14,1821.5704,1120.6603,2942.2307
2024-09-15,1970.5176,534.42993,2504.94753
2024-09-16,2038.2527,316.51465,2354.76735
2024-09-17,2061.3188,231.27393,2292.59273
2024-09-18,1935.1018,685.91943,2621.02123
2024-09-19,1956.639,602.8367,2559.4757
2024-09-20,2035.9908,319.65332,2355.64412
2024-09-21,1996.3036,458.10217,2454.40577
2024-09-22,2093.8596,118.56134,2212.42094
2024-09-23,2006.0149,429.54694,2435.56184
2024-09-24,2034.4165,326.87537,2361.29187
2024-09-25,2021.6367,373.20398,2394.8406800000002
2024-09-26,2052.045,261.9397,2313.9847
2024-09-27,2066.5244,222.10693,2288.6313299999997
2024-09-28,2047.0629,275.14648,2322.20938
2024-09-29,1988.9889,476.04977,2465.03867
2024-09-30,2042.8596,308.7367,2351.5963
2024-10-01,2038.6611,305.9964,2344.6575000000003
2024-10-02,2046.4924,298.47534,2344.96774
2024-10-03,2065.6685,229.57582,2295.2443200000002
2024-10-04,1985.119,536.697,2521.816
2024-10-05,1978.4209,525.8913,2504.3122000000003
2024-10-06,2070.6843,202.30618,2272.99048
2024-10-07,2031.9062,347.64136,2379.54756
2024-10-08,2008.5907,416.9127,2425.5034
2024-10-09,1894.0264,845.5233,2739.5497
2024-10-10,1993.47,482.1906,2475.6606
2024-10-11,2079.2793,170.61328,2249.89258
2024-10-12,2084.9167,147.42627,2232.34297
2024-10-13,2060.701,222.93164,2283.63264
2024-10-14,2011.7631,398.22073,2409.98383
2024-10-15,2064.2026,211.74072,2275.9433200000003
2024-10-16,1976.7561,524.59875,2501.35485
2024-10-17,2108.8123,53.75142,2162.56372
2024-10-18,2124.2234,0.0,2124.2234
2024-10-19,2124.2234,0.0,2124.2234
2024-10-20,2058.2031,227.79266,2285.9957600000002
2024-10-21,2061.2341,211.33148,2272.56558
2024-10-22,2041.8671,291.57294,2333.44004
2024-10-23,2068.8948,188.74068,2257.63548
2024-10-24,2004.1042,407.80356,2411.90776
2024-10-25,1985.1387,475.78622,2460.92492
2024-10-26,1974.6555,642.6587,2617.3142
2024-10-27,1996.3868,463.65756,2460.04436
2024-10-28,2027.6279,337.7489,2365.3768
2024-10-29,2070.4934,183.05841,2253.55181
2024-10-30,2032.4458,315.15115,2347.59695
2024-10-31,2072.479,176.1267,2248.6056999999996
2024-11-01,2039.1143,289.60217,2328.71647
2024-11-02,2106.088,60.605663,2166.693663
2024-11-03,2034.6316,304.8641,2339.4957
2024-11-04,2001.9185,424.22845,2426.14695
2024-11-05,2071.9827,174.17534,2246.1580400000003
2024-11-06,1919.3889,710.60516,2629.99406
2024-11-07,1949.0299,605.2684,2554.2983
2024-11-08,1797.0175,1162.1735,2959.191
2024-11-09,2002.8843,411.1505,2414.0348
2024-11-10,2048.0022,267.02902,2315.03122
2024-11-11,2053.3247,240.4859,2293.8106000000002
2024-11-12,2063.4917,205.98076,2269.47246
2024-11-13,2064.3958,211.6859,2276.0816999999997
2024-11-14,2060.6455,216.23044,2276.87594
2024-11-15,2062.287,210.36952,2272.65652
2024-11-16,2113.3674,35.471893,2148.839293
2024-11-17,2097.5486,90.042786,2187.591386
2024-11-18,2117.6343,22.133049,2139.767349
2024-11-19,2110.2515,45.63066,2155.8821599999997
2024-11-20,2111.498,41.918045,2153.416045
2024-11-21,2119.14,16.522491,2135.662491
2024-11-22,2090.3643,113.188675,2203.552975
2024-11-23,2119.845,14.278591,2134.1235909999996
2024-11-24,2107.5361,55.072594,2162.608694
2024-11-25,2084.692,133.04013,2217.73213
2024-11-26,2105.1218,65.09036,2170.21216
2024-11-27,2121.9111,7.4551163,2129.3662163
2024-11-28,2117.8442,21.010872,2138.855072
2024-11-29,2109.0513,50.057735,2159.109035
2024-11-30,2116.6472,24.603733,2141.250933
2024-12-01,2115.2368,29.324245,2144.561045
2024-12-02,2055.9482,229.50758,2285.45578
2024-12-03,2061.3005,211.212,2272.5125
2024-12-04,2116.6472,24.73418,2141.38138
2024-12-05,2036.0571,299.00345,2335.06055
2024-12-06,2072.1926,177.82101,2250.01361
2024-12-07,2053.5256,239.43282,2292.95842
2024-12-08,2078.1152,153.17603,2231.2912300000003
2024-12-09,2059.7034,215.12738,2274.83078
2024-12-10,2077.439,158.61499,2236.05399
2024-12-11,2110.268,46.58531,2156.85331
2024-12-12,2076.672,158.75746,2235.42946
2024-12-13,2053.831,238.31891,2292.14991
2024-12-14,2102.4324,73.78554,2176.21794
2024-12-15,2046.5173,260.4884,2307.0057
2024-12-16,2064.9463,196.7351,2261.6814
2024-12-17,2084.2444,134.27858,2218.52298
2024-12-18,2105.7092,61.49153,2167.2007299999996
2024-12-19,2059.3281,227.24832,2286.5764200000003
2024-12-20,2091.8052,107.04059,2198.84579
2024-12-21,2052.6714,240.12656,2292.7979600000003
2024-12-22,2048.9668,263.512,2312.4788000000003
2024-12-23,2035.5284,304.08447,2339.61287
2024-12-24,1977.9493,493.3121,2471.2614
2024-12-25,1946.1383,599.97235,2546.11065
2024-12-26,1891.5193,798.8202,2690.3395
2024-12-27,2052.509,242.55539,2295.06439
2024-12-28,2040.7482,275.563,2316.3112
2024-12-29,2049.4836,249.50104,2298.98464
2024-12-30,2009.2844,387.44666,2396.73106
2024-12-31,2028.1501,317.1124,2345.2625
2025-01-01,2041.5968,297.57715,2339.17395
2025-01-02,2026.5967,355.28766,2381.88436
2025-01-03,2044.1113,272.15817,2316.26947
2025-01-04,2052.6506,238.54611,2291.19671
2025-01-05,2023.1959,335.77484,2358.9707399999998
2025-01-06,2092.5972,105.58435,2198.1815500000002
2025-01-07,2072.3787,172.20023,2244.57893
2025-01-08,2029.2899,315.4631,2344.753
2025-01-09,2020.4185,358.039,2378.4575
2025-01-10,2026.0485,354.04166,2380.09016
2025-01-11,2018.9467,354.17453,2373.1212299999997
2025-01-12,2049.1348,253.72002,2302.85482
2025-01-13,1987.2708,476.42517,2463.6959699999998
2025-01-14,2081.203,145.00467,2226.20767
2025-01-15,2043.7269,281.39288,2325.11978
2025-01-16,2077.9834,164.47777,2242.46117
2025-01-17,2053.0564,258.4637,2311.5200999999997
2025-01-18,2094.2964,107.08363,2201.3800300000003
2025-01-19,2068.2358,195.22221,2263.45801
2025-01-20,2103.5598,71.48189,2175.04169
2025-01-21,2069.9934,191.83232,2261.82572
2025-01-22,2088.5015,122.71262,2211.2141199999996
2025-01-23,2062.5813,215.36551,2277.94681
2025-01-24,2102.176,79.75475,2181.93075
2025-01-25,2115.765,31.62275,2147.38775
2025-01-26,2080.4116,160.54076,2240.9523599999998
2025-01-27,2052.4165,246.63585,2299.05235
2025-01-28,2083.386,139.26472,2222.65072
2025-01-29,2024.1735,347.5823,2371.7558
2025-01-30,2014.285,387.64853,2401.9335300000002
2025-01-31,2086.8467,132.60657,2219.45327
2025-02-01,2077.1987,177.18907,2254.38777
2025-02-02,2084.0945,138.15259,2222.2470900000003
2025-02-03,2047.5215,270.6563,2318.1778
2025-02-04,2015.3759,390.29065,2405.66655
2025-02-05,1978.4307,537.96344,2516.39414
2025-02-06,2056.9656,229.90604,2286.87164
2025-02-07,2026.61,345.21176,2371.82176
2025-02-08,2024.9624,347.16824,2372.13064
2025-02-09,2110.1968,52.480232,2162.677032
2025-02-10,1965.2286,561.1632,2526.3918
2025-02-11,2051.5007,251.75133,2303.25203
2025-02-12,2016.3444,381.035,2397.3794
2025-02-13,2045.0101,285.74377,2330.75387
2025-02-14,2066.441,201.23468,2267.67568
2025-02-15,2041.1842,303.73175,2344.91595
2025-02-16,2112.2424,43.980373,2156.222773
2025-02-17,2038.0818,305.75885,2343.84065
2025-02-18,2070.708,184.83127,2255.53927
2025-02-19,2023.4266,363.92053,2387.34713
2025-02-20,2061.0034,220.91881,2281.92221
2025-02-21,1887.2645,1004.43787,2891.70237
2025-02-22,2048.3887,272.76654,2321.15524
2025-02-23,1998.8751,468.75433,2467.62943
2025-02-24,1909.8307,956.59595,2866.42665
2025-02-25,1941.2463,756.25635,2697.50265
2025-02-26,2005.7455,516.74786,2522.49336
2025-02-27,1951.3333,598.187,2549.5203
2025-02-28,1853.1405,1095.7478,2948.8883
2025-03-01,1975.3654,561.8201,2537.1855
2025-03-02,2050.3271,251.2324,2301.5595
2025-03-03,1908.2908,861.49585,2769.78665
2025-03-04,1956.4385,625.69366,2582.13216
2025-03-05,1982.225,657.69495,2639.91995
2025-03-06,1860.0375,1195.5548,3055.5923
2025-03-07,1861.4816,1814.9482,3676.4298
2025-03-08,2108.956,54.70141,2163.6574100000003
2025-03-09,1998.3326,551.2327,2549.5653
2025-03-10,2052.81,259.71777,2312.5277699999997
2025-03-11,1898.9576,856.507,2755.4646
2025-03-12,1914.8169,809.33795,2724.15485
2025-03-13,1883.1326,821.923,2705.0555999999997
2025-03-14,1935.4502,626.9821,2562.4323
2025-03-15,2093.0093,106.97864,2199.98794
2025-03-16,1990.4775,520.3866,2510.8641
2025-03-17,2040.8551,296.54797,2337.40307
2025-03-18,2027.834,350.98938,2378.82338
2025-03-19,2004.2728,424.47162,2428.74442
2025-03-20,2074.3054,341.29294,2415.59834
2025-03-21,2070.304,360.33337,2430.63737
2025-03-22,2086.1763,291.4322,2377.6085000000003
2025-03-23,2122.4565,167.4973,2289.9538
2025-03-24,2093.9048,274.5579,2368.4627
2025-03-25,2084.4895,369.08054,2453.57004
2025-03-26,2061.3535,508.3401,2569.6936
2025-03-27,2110.5483,252.43413,2362.98243
2025-03-28,2077.4136,407.75244,2485.16604
2025-03-29,2129.862,142.40598,2272.26798
2025-03-30,2113.3423,201.22902,2314.57132
2025-03-31,2120.9504,176.0208,2296.9712
2025-04-01,2001.3423,625.933,2627.2753000000002
2025-04-02,1987.6115,630.33093,2617.94243
2025-04-03,1946.1158,821.91925,2768.03505
2025-04-04,2010.6794,582.27057,2592.94997
2025-04-05,2143.6067,91.34152,2234.9482199999998
2025-04-06,1988.5924,748.80176,2737.39416
2025-04-07,1990.4946,670.0456,2660.5402
2025-04-08,2092.228,282.3676,2374.5956
2025-04-09,1980.67,790.95984,2771.62984
2025-04-10,1916.1288,953.9105,2870.0393
2025-04-11,1938.8378,908.15906,2846.99686
2025-04-12,2121.4753,172.03423,2293.5095300000003
2025-04-13,2020.6409,657.07983,2677.72073
2025-04-14,2077.625,317.52637,2395.15137
2025-04-15,1958.6886,882.11694,2840.80554
2025-04-16,1934.1449,926.5094,2860.6543
2025-04-17,2018.9044,523.0815,2541.9858999999997
2025-04-18,1919.6664,869.52844,2789.19484
2025-04-19,2077.4727,323.78162,2401.25432
2025-04-20,1878.9386,1366.8708,3245.8094
2025-04-21,1902.6658,1226.5078,3129.1736
2025-04-22,1979.6945,790.13934,2769.8338400000002
2025-04-23,1936.7563,973.9192,2910.6755000000003
2025-04-24,1985.7527,784.9197,2770.6724
2025-04-25,1923.932,1129.9924,3053.9244
2025-04-26,2153.9448,60.848335,2214.7931350000003
2025-04-27,2120.4321,193.99011,2314.42221
2025-04-28,2011.9185,647.47766,2659.3961600000002
2025-04-29,2025.6464,525.47864,2551.12504
2025-04-30,2068.8547,428.21548,2497.0701799999997
2025-05-01,2056.1414,457.37784,2513.51924
2025-05-02,2128.1687,154.74318,2282.91188
2025-05-03,2102.1323,249.97586,2352.10816
2025-05-04,2135.0254,125.96683,2260.99223
2025-05-05,2103.1099,237.4914,2340.6013
2025-05-06,2125.1733,165.33817,2290.51147
2025-05-07,2080.234,319.96896,2400.20296
2025-05-08,2091.2268,300.2798,2391.5065999999997
2025-05-09,2109.6555,221.88863,2331.5441299999998
2025-05-10,2074.8516,344.43256,2419.28416
2025-05-11,2139.4707,112.97801,2252.4487099999997
2025-05-12,2090.1238,286.76135,2376.88515
2025-05-13,2112.5771,208.48924,2321.06634
2025-05-14,2088.5415,295.72406,2384.26556
2025-05-15,2118.437,186.24586,2304.68286
2025-05-16,2036.5509,479.9708,2516.5217
2025-05-17,2125.342,157.55249,2282.89449
2025-05-18,2153.847,70.29553,2224.14253
2025-05-19,2120.5803,179.57559,2300.15589
2025-05-20,2087.8052,307.1901,2394.9952999999996
2025-05-21,2137.4333,120.33716,2257.77046
2025-05-22,2160.8623,38.670288,2199.5325879999996
2025-05-23,2098.687,254.67105,2353.35805
2025-05-24,2108.42,213.82799,2322.24799
2025-05-25,1998.0988,779.5203,2777.6191
2025-05-26,2089.3762,279.5501,2368.9263
2025-05-27,1967.5574,836.8528,2804.4102
2025-05-28,1965.8776,739.0206,2704.8982
2025-05-29,2103.3813,237.64162,2341.02292
2025-05-30,1970.867,711.3628,2682.2298
2025-05-31,2093.0308,283.22632,2376.25712
2025-06-01,2098.42,259.37225,2357.79225
2025-06-02,2120.7915,181.39697,2302.18847
2025-06-03,2084.9392,381.3218,2466.261
2025-06-04,2039.9164,539.3165,2579.2329
2025-06-05,2048.325,566.55444,2614.8794399999997
2025-06-06,2092.7837,277.62012,2370.40382
2025-06-07,2146.981,88.53837,2235.5193700000004
2025-06-08,2002.9382,676.06854,2679.00674
2025-06-09,1937.287,853.0404,2790.3274
2025-06-10,2137.224,118.331345,2255.555345
2025-06-11,2105.1484,231.85669,2337.00509
2025-06-12,2148.8213,76.32065,2225.14195
2025-06-13,1976.741,684.8602,2661.6012
2025-06-14,2065.8953,448.20148,2514.0967800000003
2025-06-15,1962.8877,867.9022,2830.7898999999998
2025-06-16,1889.9059,1043.1392,2933.0451000000003
2025-06-17,1929.8462,914.8699,2844.7161
2025-06-18,2088.891,347.0116,2435.9026
2025-06-19,1953.1385,750.13434,2703.27284
2025-06-20,1974.1176,725.6351,2699.7527
2025-06-21,1993.0979,669.5577,2662.6556
2025-06-22,2101.9663,267.115,2369.0813
2025-06-23,1866.7416,1150.5886,3017.3302000000003
2025-06-24,1934.891,1038.5355,2973.4265
2025-06-25,1918.0739,1165.9873,3084.0612
2025-06-26,2132.6516,134.24008,2266.89168
2025-06-27,2062.674,447.29065,2509.96465
2025-06-28,2100.9585,284.5937,2385.5522
2025-06-29,2163.0813,28.325943,2191.4072429999997
2025-06-30,1996.0715,799.6408,2795.7123
2025-07-01,2059.6392,511.03275,2570.67195
2025-07-02,2036.1267,570.2241,2606.3508
2025-07-03,1902.5078,1257.6968,3160.2046
2025-07-04,1917.4197,922.80835,2840.2280499999997
2025-07-05,1973.3748,700.99493,2674.36973
2025-07-06,1952.5703,823.6438,2776.2141
2025-07-07,1832.408,1415.4363,3247.8442999999997
2025-07-08,1902.5138,1196.117,3098.6308
2025-07-09,1922.8109,1038.0261,2960.837
2025-07-10,2079.734,322.82556,2402.5595599999997
2025-07-11,2094.007,278.97687,2372.98387
2025-07-12,1963.8695,780.54504,2744.4145399999998
2025-07-13,1975.9496,794.1609,2770.1105
2025-07-14,1893.7882,1068.4006,2962.1888
2025-07-15,1924.1486,935.8086,2859.9572
2025-07-16,2055.7346,448.58798,2504.32258
2025-07-17,2135.2053,126.75882,2261.96412
2025-07-18,2171.113,0.0,2171.113
2025-07-19,2171.113,0.0,2171.113
2025-07-20,2171.113,0.0,2171.113
2025-07-21,2171.113,0.0,2171.113
2025-07-22,2148.8928,78.18949,2227.0822900000003
2025-07-23,2100.2527,245.54094,2345.79364
2025-07-24,2064.4832,370.57178,2435.05498
2025-07-25,2069.7822,500.00317,2569.78537
2025-07-26,2068.6704,374.63812,2443.30852
2025-07-27,2038.1371,527.42914,2565.56624
2025-07-28,2062.669,484.98877,2547.65777
2025-07-29,2095.656,325.7935,2421.4494999999997
2025-07-30,2063.0715,385.93298,2449.00448
2025-07-31,2097.0117,281.42432,2378.43602
2025-08-01,2065.6658,385.87494,2451.5407400000004
2025-08-02,2082.3542,360.1153,2442.4695
2025-08-03,2024.0984,558.62067,2582.71907
2025-08-04,1991.6769,735.60803,2727.28493
2025-08-05,2009.233,680.4259,2689.6589
2025-08-06,2137.2087,122.80136,2260.01006
2025-08-07,2011.3385,603.8048,2615.1433
2025-08-08,1974.0347,944.5229,2918.5576
2025-08-09,1945.1221,1035.5806,2980.7027
2025-08-10,2060.9248,460.5277,2521.4525
2025-08-11,2038.0039,534.2479,2572.2518
2025-08-12,1731.9271,1883.9626,3615.8897
2025-08-13,2008.3612,656.4925,2664.8537
2025-08-14,2148.8044,83.95271,2232.75711
2025-08-15,2164.6736,24.550884,2189.2244840000003
2025-08-16,2057.6877,425.0569,2482.7446
2025-08-17,2086.1006,320.26962,2406.3702200000002
2025-08-18,2070.2605,357.5699,2427.8304
2025-08-19,2076.5178,342.7777,2419.2955
2025-08-20,2146.209,91.73879,2237.9477899999997
2025-08-21,2005.4642,579.17566,2584.6398599999998
2025-08-22,2036.6263,627.52936,2664.15566
2025-08-23,2016.7678,677.1744,2693.9422
2025-08-24,2054.1086,522.49475,2576.60335
2025-08-25,2037.3232,517.16895,2554.49215
2025-08-26,2113.9182,205.81627,2319.73447
2025-08-27,2071.697,349.6079,2421.3049
2025-08-28,2051.8823,456.80524,2508.6875400000004
2025-08-29,1975.3832,804.71436,2780.09756
2025-08-30,1971.1208,844.2577,2815.3785
2025-08-31,2161.164,35.762573,2196.926573
2025-09-01,2061.7957,393.9468,2455.7425000000003
2025-09-02,2046.9869,458.17957,2505.16647
2025-09-03,1985.9432,694.32587,2680.26907
2025-09-04,1992.5527,679.72656,2672.27926
2025-09-05,2009.3215,674.71387,2684.03537
2025-09-06,2067.6025,443.67224,2511.27474
2025-09-07,2166.0916,18.920603,2185.012203
2025-09-08,1952.3397,939.06366,2891.4033600000002
2025-09-09,1953.6945,941.2407,2894.9352
2025-09-10,1970.8083,817.7947,2788.603
2025-09-11,2051.83,513.1112,2564.9412
2025-09-12,2045.9427,567.70807,2613.65077
2025-09-13,2055.871,454.12656,2509.9975600000002
2025-09-14,2098.3958,252.95459,2351.3503899999996
2025-09-15,2034.2778,490.13675,2524.41455
2025-09-16,2047.8103,458.42584,2506.23614
2025-09-17,1978.0099,615.5802,2593.5901
2025-09-18,2089.1697,308.84308,2398.01278
2025-09-19,2090.2449,354.6725,2444.9174000000003
2025-09-20,2155.1904,55.162384,2210.352784
2025-09-21,2081.734,318.23453,2399.96853
2025-09-22,2015.2069,655.6377,2670.8446
2025-09-23,2047.3872,470.23593,2517.62313
2025-09-24,2055.261,417.23083,2472.49183
2025-09-25,2017.4934,559.0651,2576.5585
2025-09-26,2082.7998,333.33255,2416.13235
2025-09-27,1988.3556,726.2333,2714.5889
2025-09-28,2088.1218,372.56866,2460.69046
2025-09-29,2009.8145,667.28217,2677.09667
2025-09-30,1948.8357,898.0132,2846.8489
2025-10-01,1965.1168,1023.19684,2988.31364
2025-10-02,1840.0706,1536.2487,3376.3193
2025-10-03,1935.642,974.883,2910.525
2025-10-04,1884.3154,1292.0422,3176.3576000000003
2025-10-05,2014.8647,692.2777,2707.1424
2025-10-06,1914.7303,1225.9833,3140.7136
2025-10-07,1874.6271,1250.7825,3125.4096
2025-10-08,1985.2664,861.83136,2847.09776
2025-10-09,1949.6415,1019.22656,2968.86806
2025-10-10,2068.8416,478.93207,2547.77367
2025-10-11,1956.5991,989.1436,2945.7427
2025-10-12,1979.9917,714.3995,2694.3912
2025-10-13,2011.4539,747.62805,2759.08195
2025-10-14,1879.4272,1311.8335,3191.2607
2025-10-15,1904.9392,1152.8016,3057.7408
2025-10-16,1986.5198,766.5489,2753.0687
2025-10-17,2022.9554,713.8439,2736.7993
2025-10-18,2035.9052,546.3635,2582.2687
2025-10-19,2099.5671,262.1872,2361.7543
2025-10-20,1952.5453,898.64545,2851.1907499999998
2025-10-21,1953.2089,901.3994,2854.6083
2025-10-22,1929.7848,964.50287,2894.2876699999997
2025-10-23,1921.7833,935.796,2857.5793000000003
2025-10-24,1974.3688,769.0032,2743.372
2025-10-25,1929.0269,886.0052,2815.0321
2025-10-26,2019.6154,563.6162,2583.2316
2025-10-27,1938.8694,885.8167,2824.6861
2025-10-28,1993.3328,642.97186,2636.30466
2025-10-29,1999.3097,724.6576,2723.9673000000003
2025-10-30,2018.5042,530.1757,2548.6799
2025-10-31,1884.9396,1129.5299,3014.4695
2025-11-01,1911.9855,1173.6663,3085.6518
2025-11-02,2034.3027,508.52682,2542.82952
2025-11-03,1957.0554,845.9767,2803.0321
2025-11-04,1953.072,932.5929,2885.6648999999998
2025-11-05,1934.1027,957.7516,2891.8543
2025-11-06,1872.8866,1216.1853,3089.0719
2025-11-07,1991.3787,742.83765,2734.21635
2025-11-08,1959.6995,846.54083,2806.24033
2025-11-09,2064.1052,391.95026,2456.05546
2025-11-10,1998.1201,720.5328,2718.6529
2025-11-11,1989.531,747.84955,2737.38055
2025-11-12,1837.1438,1360.3354,3197.4791999999998
2025-11-13,2037.362,467.0115,2504.3735
2025-11-14,2022.3627,536.54596,2558.90866
2025-11-15,2134.4834,139.8146,2274.2980000000002
2025-11-16,2147.7422,70.64027,2218.38247
2025-11-17,2164.4963,3.6740413,2168.1703413
2025-11-18,2165.436,0.0,2165.436
2025-11-19,2165.3188,0.38049984,2165.69929984
2025-11-20,2165.436,0.0,2165.436
2025-11-21,530.18427,0.0,530.18427
2025-11-24,2165.436,0.0,2165.436
2025-11-25,2165.436,0.0,2165.436
2025-11-26,2165.436,0.0,2165.436
2025-11-27,2165.436,0.0,2165.436
2025-11-28,537.04364,0.0,537.04364
2025-12-09,2165.436,0.0,2165.436
2025-12-10,2165.436,0.0,2165.436
2025-12-11,2165.436,0.0,2165.436
2025-12-12,537.3852,0.0,537.3852
2025-12-14,2165.436,0.0,2165.436
2025-12-15,2165.436,0.0,2165.436
2025-12-16,2165.436,0.0,2165.436
2025-12-17,2165.436,0.0,2165.436
2025-12-18,2165.3357,0.32405502,2165.65975502
2025-12-19,2165.436,0.0,2165.436
2025-12-20,2165.3357,0.32144392,2165.65714392
2025-12-21,2165.185,0.8560671,2166.0410671
2025-12-22,536.88403,0.0,536.88403
2026-01-02,2165.436,0.0,2165.436
2026-01-03,1310.9036,0.0,1310.9036
